DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:00:18.436483,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:00:18.438001,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:00:24.349597,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:00:24.350720,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:00:30.249778,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:00:30.251303,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:00:36.124295,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:00:36.126275,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:00:42.023938,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:00:42.025123,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:00:47.943332,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:00:47.944844,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:00:53.778640,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:00:53.779924,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:21:45.063758,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:21:45.065007,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:21:52.702892,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:21:52.703936,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:23:51.731711,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:23:51.733258,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:23:59.741874,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:23:59.743614,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:24:08.162230,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:24:08.163695,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:24:16.277116,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:24:16.278287,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:24:24.013408,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:24:24.014545,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:24:32.247598,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,WDC WDS120G2G0A-00JH30,46.0,2024-06-20 20:24:32.248947,-,-,-,-,-,-,-,-,-,-,-,-,-
DESKTOP-3CEIAI6,ST1000LM024 HN-M101MBB,29.0,2024-06-20 20:24:40.577790,-,-,-,-,-,-,-,-,-,-,-,-,-
